,width,SRR999253,SRR999254,SRR999255
FBgn0259227,5541,1005,860,886
FBgn0259228,8829,856,796,805
FBgn0259229,2477,22,24,17
FBgn0259230,857,0,0,0
FBgn0259231,3192,43,43,48
FBgn0259233,5302,37,30,38
FBgn0259236,2618,66,60,63
FBgn0259237,2786,0,0,0
FBgn0259238,1514,100,78,87
FBgn0259239,3910,317,311,344
FBgn0259241,2722,216,213,250
FBgn0259242,6885,358,325,354
FBgn0259243,5167,2382,2220,2252
FBgn0259244,7112,995,1039,1030
FBgn0259245,5281,374,402,391
FBgn0259246,13350,7984,7685,7961
FBgn0259481,5663,3244,3052,3203
FBgn0259482,912,133,111,105
FBgn0259483,1426,247,253,246
FBgn0259676,1753,9,4,6
FBgn0259677,9156,995,988,964
FBgn0259678,6458,184,178,192
FBgn0259680,8063,505,461,438
FBgn0259682,2417,510,494,407
FBgn0259683,2963,2,3,4
FBgn0259685,8144,1616,1385,1460
FBgn0259699,6153,4331,3325,3787
FBgn0259700,6350,4393,3384,3851
FBgn0259701,742,0,0,0
FBgn0259702,1270,0,0,0
FBgn0259703,1350,2,0,0
FBgn0259704,1498,71,64,82
FBgn0259705,966,56,51,70
FBgn0259707,1001,190,181,167
FBgn0259708,1930,65,63,64
FBgn0259709,1930,65,63,64
FBgn0259710,640,0,1,2
FBgn0259711,908,66,50,61
FBgn0259712,2717,7,2,4
FBgn0259713,490,4,6,6
FBgn0259714,3150,412,337,341
FBgn0259715,1397,343,306,276
FBgn0259716,2078,57,44,49
FBgn0259717,691,180,138,150
FBgn0259718,762,54,39,59
FBgn0259720,1635,124,103,108
FBgn0259721,1117,155,124,99
FBgn0259722,649,79,83,98
FBgn0259725,2320,570,565,488
FBgn0259726,2320,570,565,488
FBgn0259727,2259,570,564,488
FBgn0259728,885,35,38,24
FBgn0259729,1177,11,8,8
FBgn0259730,1540,353,314,288
FBgn0259731,1540,353,314,288
FBgn0259732,1540,353,314,288
FBgn0259733,1540,353,314,288
FBgn0259734,6329,364,348,341
FBgn0259735,10530,1269,1161,1149
FBgn0259736,5689,1288,1150,1221
FBgn0259737,795,3,1,3
FBgn0259738,640,278,287,279
FBgn0259739,1142,20,21,21
FBgn0259740,634,118,117,99
FBgn0259741,851,8,9,6
FBgn0259742,1936,83,80,90
FBgn0259745,7991,855,756,747
FBgn0259748,651,0,0,0
FBgn0259749,2195,1049,846,876
FBgn0259785,4093,341,323,308
FBgn0259789,10605,226,241,229
FBgn0259791,2002,0,0,0
FBgn0259794,1450,21,17,17
FBgn0259795,2144,1,0,0
FBgn0259817,615,0,0,0
FBgn0259818,5305,97,81,81
FBgn0259821,5061,577,482,484
FBgn0259822,8354,1434,1495,1374
FBgn0259823,5536,524,471,484
FBgn0259824,3910,425,356,399
FBgn0259831,588,315,329,310
FBgn0259832,474,37,22,38
FBgn0259834,3414,188,172,197
FBgn0259837,654,0,1,0
FBgn0259838,1459,0,0,0
FBgn0259839,1443,0,0,0
FBgn0259840,1327,0,0,0
FBgn0259841,1484,0,0,0
FBgn0259842,1190,0,0,0
FBgn0259843,1417,0,1,0
FBgn0259845,1848,0,0,0
FBgn0259846,727,0,0,0
FBgn0259847,997,0,0,0
FBgn0259848,977,0,0,0
FBgn0259849,1265,0,0,0
FBgn0259850,1412,0,0,0
FBgn0259851,820,0,0,0
FBgn0259852,692,0,0,0
FBgn0259853,1339,0,0,0
FBgn0259855,1690,0,0,0
FBgn0259856,1663,0,0,0
FBgn0259857,1688,0,0,0
FBgn0259858,500,0,0,0
FBgn0259859,852,0,0,0
FBgn0259860,1695,0,0,0
FBgn0259861,1383,0,1,0
FBgn0259862,1247,0,0,0
FBgn0259863,755,0,0,1
FBgn0259864,1356,0,0,0
FBgn0259869,1189,0,0,0
FBgn0259870,1105,1,0,0
FBgn0259875,1443,0,0,0
FBgn0259876,4387,100,92,94
FBgn0259878,3561,316,264,270
FBgn0259896,3292,21,15,25
FBgn0259916,1134,54,38,37
FBgn0259917,1076,218,194,241
FBgn0259918,3113,5642,4814,4773
FBgn0259922,670,0,0,0
FBgn0259923,3370,642,583,618
FBgn0259926,1217,1,3,3
FBgn0259927,8896,3681,3626,3674
FBgn0259932,1262,178,140,150
FBgn0259933,2326,387,371,367
FBgn0259935,3731,181,155,161
FBgn0259936,836,58,28,46
FBgn0259937,3412,110,116,125
FBgn0259938,5092,794,816,864
FBgn0259949,322,0,0,0
FBgn0259950,553,0,0,0
FBgn0259951,522,1,3,0
FBgn0259952,456,0,1,4
FBgn0259953,384,2,0,1
FBgn0259954,300,5,3,6
FBgn0259955,401,0,0,0
FBgn0259956,363,0,0,0
FBgn0259957,361,0,0,0
FBgn0259958,578,0,0,0
FBgn0259959,309,0,0,0
FBgn0259960,527,0,0,0
FBgn0259961,330,1,0,0
FBgn0259962,359,0,0,0
FBgn0259963,337,1,1,4
FBgn0259964,418,7,5,5
FBgn0259965,368,0,0,0
FBgn0259966,538,1,0,0
FBgn0259967,820,0,1,0
FBgn0259968,399,0,0,0
FBgn0259969,554,2,4,0
FBgn0259970,331,0,0,0
FBgn0259971,227,0,0,0
FBgn0259972,1093,0,1,0
FBgn0259973,233,0,0,0
FBgn0259974,685,0,0,0
FBgn0259975,396,0,0,1
FBgn0259977,2281,50,37,42
FBgn0259978,2818,436,362,398
FBgn0259979,1661,350,332,360
FBgn0259982,1011,27,36,21
FBgn0259984,7100,731,704,775
FBgn0259985,1790,764,656,681
FBgn0259986,2470,0,0,0
FBgn0259989,927,353,318,299
FBgn0259990,1718,49,39,48
FBgn0259991,2158,154,134,139
FBgn0259992,658,43,46,18
FBgn0259993,747,1250,1128,1142
FBgn0259994,7548,5002,4815,4885
FBgn0259996,754,0,0,0
FBgn0259998,1205,0,0,0
FBgn0260000,1006,0,1,0
FBgn0260002,77,1,0,0
FBgn0260003,21204,1883,1973,1778
FBgn0260004,2280,82,93,99
FBgn0260005,4367,865,825,785
FBgn0260006,3280,698,570,644
FBgn0260007,590,1,2,1
FBgn0260008,1613,930,831,814
FBgn0260011,1282,264,220,204
FBgn0260012,4929,411,368,359
FBgn0260026,1337,36,28,25
FBgn0260027,654,26,19,23
FBgn0260049,2343,207,187,197
FBgn0260222,1206,149,145,155
FBgn0260223,691,287,256,270
FBgn0260224,814,55,58,53
FBgn0260225,1197,0,0,0
FBgn0260226,440,1,0,0
FBgn0260228,2425,4392,3266,3627
FBgn0260229,1420,111,78,113
FBgn0260230,3446,1,1,0
FBgn0260231,3446,1,1,0
FBgn0260233,4441,754,737,768
FBgn0260234,1029,1017,932,926
FBgn0260237,2767,320,318,296
FBgn0260238,1814,38,48,29
FBgn0260243,2136,83,79,79
FBgn0260386,2402,66,63,51
FBgn0260388,2508,430,371,349
FBgn0260390,1970,101,90,101
FBgn0260392,899,228,188,213
FBgn0260393,1136,0,1,0
FBgn0260396,457,4,7,1
FBgn0260397,3681,92,72,104
FBgn0260398,1970,101,90,101
FBgn0260399,3099,7,5,3
FBgn0260400,10715,2658,2522,2678
FBgn0260401,871,227,188,213
FBgn0260407,707,37,40,55
FBgn0260428,995,2,1,3
FBgn0260429,2407,51,61,52
FBgn0260430,1461,1,0,0
FBgn0260431,1598,54,38,39
FBgn0260434,1409,0,0,0
FBgn0260435,402,0,0,0
FBgn0260436,600,1,0,0
FBgn0260437,509,0,0,0
FBgn0260439,2757,1249,1156,1185
FBgn0260440,2087,2,6,5
FBgn0260442,11083,2667,2665,2678
FBgn0260444,2189,69,55,56
FBgn0260446,5642,972,1037,942
FBgn0260447,539,0,0,0
FBgn0260450,2687,139,104,111
FBgn0260451,3042,501,488,500
FBgn0260452,657,1,2,5
FBgn0260453,2398,0,0,0
FBgn0260454,2398,0,0,0
FBgn0260455,739,219,68,114
FBgn0260456,2070,144,123,155
FBgn0260458,3957,223,230,215
FBgn0260459,1101,1,0,0
FBgn0260461,1906,60,52,72
FBgn0260462,2985,3057,2509,2700
FBgn0260463,3984,175,153,144
FBgn0260464,1117,155,124,99
FBgn0260466,4064,6,3,10
FBgn0260467,1826,246,201,204
FBgn0260468,1192,117,106,118
FBgn0260469,927,0,0,0
FBgn0260470,3042,501,488,500
FBgn0260474,1572,154,103,117
FBgn0260475,1683,8,6,6
FBgn0260477,822,6,7,4
FBgn0260479,3572,3753,3253,3435
FBgn0260480,1175,3,3,7
FBgn0260481,1835,4,5,8
FBgn0260482,1233,0,4,3
FBgn0260484,2050,145,122,146
FBgn0260486,8696,1194,1119,1116
FBgn0260487,6325,24,25,20
FBgn0260499,5103,5446,5074,5339
FBgn0260632,6432,565,474,514
FBgn0260634,9097,2051,2048,2070
FBgn0260635,3143,1158,945,1012
FBgn0260639,1850,115,120,134
FBgn0260642,7945,28,18,29
FBgn0260643,674,0,0,0
FBgn0260644,763,0,0,0
FBgn0260645,376,16,10,10
FBgn0260646,270,0,0,0
FBgn0260648,1031,20,14,16
FBgn0260653,2541,2615,2140,2234
FBgn0260655,4347,365,343,335
FBgn0260657,5118,2729,2560,2621
FBgn0260658,9707,1496,1425,1480
FBgn0260659,2765,430,404,395
FBgn0260660,6568,1804,1744,1979
FBgn0260713,363,0,0,0
FBgn0260718,416,1,0,1
FBgn0260719,759,0,0,0
FBgn0260720,2463,25,31,28
FBgn0260721,275,0,0,0
FBgn0260722,1968,405,349,369
FBgn0260741,1870,52,42,59
FBgn0260742,2841,439,474,436
FBgn0260743,1658,361,311,354
FBgn0260744,3673,689,602,595
FBgn0260745,3518,1641,1489,1351
FBgn0260746,2236,644,548,560
FBgn0260747,1290,775,740,769
FBgn0260748,5665,323,309,286
FBgn0260749,4418,483,472,440
FBgn0260750,1300,59,63,71
FBgn0260753,4668,523,528,527
FBgn0260755,1251,65,54,76
FBgn0260756,1023,41,33,61
FBgn0260758,1332,4,2,1
FBgn0260759,1095,146,135,156
FBgn0260760,1095,146,135,156
FBgn0260761,1001,0,0,0
FBgn0260762,970,0,0,0
FBgn0260763,566,9,8,10
FBgn0260764,482,14,18,14
FBgn0260766,1587,3,4,8
FBgn0260767,2577,7,9,5
FBgn0260768,873,12,9,2
FBgn0260770,1472,179,155,174
FBgn0260771,2049,49,33,29
FBgn0260775,1472,179,155,174
FBgn0260776,1977,2,0,2
FBgn0260777,1023,0,1,1
FBgn0260779,1661,40,37,31
FBgn0260780,5320,7,10,5
FBgn0260789,6237,153,121,143
FBgn0260793,8905,2110,2127,2149
FBgn0260794,11869,2966,2793,2889
FBgn0260795,3715,2402,2252,2366
FBgn0260798,2519,634,567,616
FBgn0260799,2685,2313,2030,2099
FBgn0260812,3208,5194,4430,4343
FBgn0260817,2221,81,64,76
FBgn0260855,1749,371,330,367
FBgn0260856,858,50,36,33
FBgn0260857,987,98,67,86
FBgn0260858,1469,200,170,179
FBgn0260859,1125,193,167,144
FBgn0260860,1051,86,68,71
FBgn0260861,765,81,64,62
FBgn0260862,1370,170,154,171
FBgn0260866,3553,987,874,882
FBgn0260867,418,0,0,0
FBgn0260868,333,0,1,0
FBgn0260869,413,0,0,0
FBgn0260870,412,0,0,0
FBgn0260871,258,0,0,0
FBgn0260873,378,0,0,0
FBgn0260874,2109,51,43,38
FBgn0260932,1295,4,5,7
FBgn0260933,5772,110,106,102
FBgn0260934,12693,4788,4522,4435
FBgn0260935,4542,312,247,227
FBgn0260936,5470,1041,914,1021
FBgn0260938,8676,1275,1225,1245
FBgn0260940,941,78,63,59
FBgn0260941,9018,1229,1258,1323
FBgn0260942,1923,775,651,632
FBgn0260943,15616,8505,8763,8975
FBgn0260944,1528,242,222,263
FBgn0260945,4148,1162,955,1032
FBgn0260953,1225,0,0,0
FBgn0260954,613,0,1,0
FBgn0260955,279,0,0,0
FBgn0260959,3754,157,149,166
FBgn0260960,2844,1232,1183,1171
FBgn0260962,3881,277,235,266
FBgn0260964,8134,3658,3653,3626
FBgn0260965,8603,218,218,205
FBgn0260967,855,1,2,1
FBgn0260968,508,1,3,0
FBgn0260969,679,0,0,1
FBgn0260970,9371,1496,1432,1396
FBgn0260971,5127,254,233,208
FBgn0260972,1544,728,630,594
FBgn0260985,1127,29,30,34
FBgn0260986,1749,188,139,149
FBgn0260987,2527,717,607,596
FBgn0260990,4765,532,472,530
FBgn0260991,2838,0,2,0
FBgn0260995,993,381,304,338
FBgn0260996,676,0,1,0
FBgn0260997,1158,2,2,1
FBgn0261004,3187,31,22,37
FBgn0261006,140,1,0,0
FBgn0261015,9951,8310,8196,8149
FBgn0261016,5621,65,61,78
FBgn0261019,2089,85,88,82
FBgn0261020,1335,124,85,126
FBgn0261041,6273,1789,1867,1909
FBgn0261046,8512,517,526,526
FBgn0261049,2055,123,124,134
FBgn0261053,7321,218,206,195
FBgn0261054,386,0,0,1
FBgn0261055,612,0,0,0
FBgn0261057,254,0,0,0
FBgn0261058,1234,0,0,0
FBgn0261059,829,10,4,5
FBgn0261060,329,0,0,0
FBgn0261061,168,0,0,0
FBgn0261064,1846,97,95,99
FBgn0261065,2190,43,39,47
FBgn0261067,588,48,37,41
FBgn0261068,727,22,19,19
FBgn0261085,4823,336,337,309
FBgn0261086,3871,213,236,217
FBgn0261089,3190,427,409,456
FBgn0261090,4563,282,270,256
FBgn0261108,3003,429,403,400
FBgn0261109,1714,31,30,25
FBgn0261111,1557,68,74,68
FBgn0261112,1867,100,150,105
FBgn0261113,4826,3249,3006,2905
FBgn0261119,1757,91,84,90
FBgn0261238,9675,572,524,574
FBgn0261239,4984,416,401,354
FBgn0261243,4221,1986,1561,1784
FBgn0261244,7128,912,904,978
FBgn0261245,2271,95,72,86
FBgn0261258,4346,1582,1577,1484
FBgn0261260,17674,4083,3998,3745
FBgn0261261,7272,1122,1075,1157
FBgn0261262,8687,7553,7694,7683
FBgn0261266,1148,0,0,0
FBgn0261267,421,1,4,2
FBgn0261268,5403,1194,1018,1102
FBgn0261269,4343,216,235,228
FBgn0261270,1887,91,73,75
FBgn0261274,2100,207,181,210
FBgn0261276,3968,854,853,849
FBgn0261277,1273,57,54,43
FBgn0261278,3049,213,213,227
FBgn0261279,5967,550,456,478
FBgn0261283,4056,1598,1575,1472
FBgn0261284,703,112,91,79
FBgn0261285,4134,660,699,693
FBgn0261286,3797,49,70,61
FBgn0261287,1842,28,21,28
FBgn0261289,686,2,0,0
FBgn0261290,582,1,1,0
FBgn0261291,826,0,0,0
FBgn0261292,681,1,1,3
FBgn0261293,615,1,2,1
FBgn0261294,609,1,2,1
FBgn0261341,2368,2975,2330,2499
FBgn0261349,1558,6,9,6
FBgn0261353,1529,283,269,230
FBgn0261356,1126,1,1,1
FBgn0261357,1028,0,0,0
FBgn0261358,1028,0,0,0
FBgn0261360,6521,54,51,39
FBgn0261361,3070,2,1,0
FBgn0261363,2228,1,3,1
FBgn0261373,809,48,31,33
FBgn0261380,1356,81,74,75
FBgn0261381,1529,283,269,230
FBgn0261383,6250,380,376,354
FBgn0261385,4447,64,64,70
FBgn0261386,407,5,6,3
FBgn0261387,4686,644,590,598
FBgn0261393,2490,65,51,52
FBgn0261394,973,587,459,495
FBgn0261395,889,0,1,2
FBgn0261396,1831,1136,868,894
FBgn0261397,6502,1057,1041,1059
FBgn0261399,954,0,0,0
FBgn0261401,1872,0,0,0
FBgn0261402,1818,2,5,3
FBgn0261403,3678,2188,1876,1953
FBgn0261429,2652,0,1,2
FBgn0261434,1567,2,1,2
FBgn0261436,1590,338,288,265
FBgn0261437,641,73,66,78
FBgn0261439,2750,1958,1874,1904
FBgn0261444,9056,1988,2081,2032
FBgn0261445,2275,279,280,242
FBgn0261446,1605,287,269,292
FBgn0261452,119,1,0,0
FBgn0261453,122,1,1,0
FBgn0261454,147,10,6,9
FBgn0261455,101,0,0,0
FBgn0261456,2804,271,229,247
FBgn0261458,3233,484,479,534
FBgn0261461,7478,444,400,395
FBgn0261477,3081,650,547,604
FBgn0261479,1114,34,42,43
FBgn0261501,219,1,0,1
FBgn0261502,765,0,0,0
FBgn0261503,2076,1,1,1
FBgn0261504,299,116,112,163
FBgn0261505,1396,12,25,7
FBgn0261506,503,2,1,0
FBgn0261507,519,0,1,1
FBgn0261508,255,6,2,4
FBgn0261509,7054,472,472,458
FBgn0261514,2877,14,13,11
FBgn0261522,888,0,0,0
FBgn0261523,765,0,0,0
FBgn0261524,1951,218,163,168
FBgn0261526,4104,8,11,4
FBgn0261529,4826,0,0,0
FBgn0261530,2599,110,89,77
FBgn0261531,429,0,0,0
FBgn0261532,3691,692,671,600
FBgn0261534,750,687,559,608
FBgn0261535,2321,45,41,34
FBgn0261536,2597,0,0,1
FBgn0261537,2597,0,0,1
FBgn0261538,2791,21,22,15
FBgn0261545,4068,433,427,432
FBgn0261547,7879,1403,1329,1363
FBgn0261549,13764,10794,10821,10931
FBgn0261550,5637,1027,1043,1007
FBgn0261552,13660,15029,14498,14487
FBgn0261553,6697,1375,1326,1375
FBgn0261554,8384,977,941,900
FBgn0261555,6878,461,391,406
FBgn0261556,10693,865,899,859
FBgn0261560,755,1351,772,1181
FBgn0261561,2744,66,76,66
FBgn0261562,2889,66,47,46
FBgn0261563,13907,234,216,252
FBgn0261564,4472,2200,1792,2008
FBgn0261565,12091,2725,2552,2518
FBgn0261566,251,2,0,2
FBgn0261567,344,0,1,3
FBgn0261568,669,0,0,0
FBgn0261570,9647,980,919,895
FBgn0261571,5002,1,0,0
FBgn0261573,5742,394,354,388
FBgn0261574,14507,1936,1860,1909
FBgn0261575,2104,1209,1385,900
FBgn0261580,1281,0,0,0
FBgn0261581,928,0,0,0
FBgn0261582,663,0,0,0
FBgn0261583,408,0,0,0
FBgn0261584,2918,21,14,23
FBgn0261586,455,0,0,0
FBgn0261587,818,2,4,3
FBgn0261588,5381,611,583,626
FBgn0261592,1195,2218,1886,1881
FBgn0261596,646,1202,1005,1031
FBgn0261597,1864,1837,1629,1674
FBgn0261599,1007,2395,2128,2047
FBgn0261602,1173,1518,1359,1350
FBgn0261608,777,1152,1011,961
FBgn0261609,1519,247,210,240
FBgn0261610,4296,246,228,241
FBgn0261611,6071,240,204,200
FBgn0261612,4259,39,42,45
FBgn0261614,488,0,0,0
FBgn0261615,501,0,1,0
FBgn0261616,740,1,0,0
FBgn0261617,15932,3144,3339,3298
FBgn0261618,9126,10242,8998,10015
FBgn0261624,813,8,9,16
FBgn0261625,4149,424,378,429
FBgn0261627,702,0,0,0
FBgn0261628,983,51,24,30
FBgn0261630,674,0,0,0
FBgn0261631,451,0,0,0
FBgn0261632,337,0,0,1
FBgn0261633,325,0,1,0
FBgn0261634,373,0,0,0
FBgn0261635,351,0,0,0
FBgn0261636,944,3,5,3
FBgn0261638,2266,0,1,7
FBgn0261639,849,1,0,0
FBgn0261640,810,0,0,0
FBgn0261641,6156,656,636,668
FBgn0261647,4318,398,353,390
FBgn0261648,6118,107,122,117
FBgn0261649,7148,767,714,697
FBgn0261671,16466,2027,1856,2023
FBgn0261673,3597,297,254,264
FBgn0261674,2403,302,293,248
FBgn0261675,3971,0,0,0
FBgn0261679,2285,54,52,54
FBgn0261680,2285,54,52,54
FBgn0261681,577,0,0,0
FBgn0261682,607,0,0,0
FBgn0261683,2650,1,2,3
FBgn0261686,630,1,3,2
FBgn0261697,2650,1,2,3
FBgn0261698,10039,1093,1198,1188
FBgn0261700,542,0,3,0
FBgn0261702,693,0,1,0
FBgn0261703,5809,663,590,636
FBgn0261704,4135,742,690,680
FBgn0261705,3453,42,60,63
FBgn0261706,1114,0,0,0
FBgn0261707,2399,0,0,2
FBgn0261709,827,5,6,9
FBgn0261710,10734,3222,3307,3408
FBgn0261714,2853,4816,3848,4317
FBgn0261722,3020,2310,2258,2314
FBgn0261723,2488,10,19,13
FBgn0261786,3845,161,145,145
FBgn0261787,4892,408,357,406
FBgn0261788,46942,16626,14461,15263
FBgn0261789,778,127,124,121
FBgn0261790,521,43,47,46
FBgn0261791,483,49,52,61
FBgn0261792,687,44,31,46
FBgn0261793,10332,2439,2312,2269
FBgn0261794,4946,6838,6560,6555
FBgn0261797,14597,1858,1993,1935
FBgn0261799,3496,4,5,5
FBgn0261800,6282,832,775,731
FBgn0261801,2857,63,41,46
FBgn0261802,14224,1849,1687,1884
FBgn0261803,1812,9,10,7
FBgn0261804,6916,721,738,807
FBgn0261805,422,11,14,5
FBgn0261806,791,0,0,0
FBgn0261807,663,0,0,0
FBgn0261808,3253,352,297,331
FBgn0261811,8245,600,579,614
FBgn0261813,1097,0,0,0
FBgn0261814,623,0,0,0
FBgn0261816,631,0,0,0
FBgn0261817,359,3,6,1
FBgn0261822,11657,8116,7828,8093
FBgn0261823,7167,699,625,656
FBgn0261830,593,2,0,1
FBgn0261831,660,36,37,37
FBgn0261832,988,1,0,0
FBgn0261833,588,6,4,1
FBgn0261834,732,2,2,4
FBgn0261835,866,1,3,0
FBgn0261836,69810,15249,16096,15763
FBgn0261837,1824,89,91,95
FBgn0261838,1824,89,91,95
FBgn0261839,2671,160,153,161
FBgn0261840,3406,200,208,202
FBgn0261841,2455,153,152,157
FBgn0261842,2455,153,152,157
FBgn0261843,4377,224,220,212
FBgn0261844,4276,221,212,205
FBgn0261845,4318,221,211,206
FBgn0261847,511,0,1,0
FBgn0261848,802,0,0,0
FBgn0261849,258,0,0,0
FBgn0261850,2797,36,32,30
FBgn0261853,599,0,0,0
FBgn0261854,6433,1571,1450,1455
FBgn0261856,450,0,0,0
FBgn0261857,510,2,1,0
FBgn0261858,386,3,2,1
FBgn0261859,6686,1191,1250,1242
FBgn0261860,484,0,0,1
FBgn0261861,1416,0,0,0
FBgn0261862,3175,1147,982,1022
FBgn0261871,3039,132,113,142
FBgn0261872,3831,355,327,358
FBgn0261873,11042,2449,2357,2472
FBgn0261881,800,26,25,35
FBgn0261885,10723,1921,1819,1956
FBgn0261924,410,0,0,0
FBgn0261925,468,17,11,13
FBgn0261927,475,0,0,0
FBgn0261928,11033,4464,4518,4683
FBgn0261929,6333,151,178,172
FBgn0261930,4322,5,9,7
FBgn0261931,6958,482,437,488
FBgn0261932,592,0,0,1
FBgn0261933,729,23,19,22
FBgn0261934,12226,1551,1462,1368
FBgn0261938,4718,163,137,178
FBgn0261952,523,0,0,0
FBgn0261953,2564,83,63,68
FBgn0261954,10285,2248,2052,2081
FBgn0261955,2836,6557,6201,6372
FBgn0261963,2920,80,58,58
FBgn0261973,98,18,12,13
FBgn0261974,91,2,1,2
FBgn0261975,803,191,162,166
FBgn0261976,868,21,18,18
FBgn0261983,3043,291,257,264
FBgn0261984,4034,550,523,509
FBgn0261985,4649,792,690,799
FBgn0261986,3429,580,500,462
FBgn0261987,2716,0,1,0
FBgn0261988,4690,1025,894,1015
FBgn0261989,2101,65,50,40
FBgn0261990,640,262,223,208
FBgn0261991,577,2,2,2
FBgn0261992,503,10,5,8
FBgn0261993,642,0,1,0
FBgn0261994,691,0,0,0
FBgn0261995,1366,151,154,145
FBgn0261996,796,0,0,0
FBgn0261997,408,0,0,0
FBgn0261998,4777,1,1,2
FBgn0261999,5851,613,523,574
FBgn0262000,3500,0,5,5
FBgn0262001,604,10,6,3
FBgn0262002,2377,0,0,0
FBgn0262003,448,10,12,13
FBgn0262004,578,0,0,0
FBgn0262005,508,0,0,0
FBgn0262006,464,0,0,0
FBgn0262007,1752,0,0,0
FBgn0262008,1422,0,0,0
FBgn0262009,558,0,1,1
FBgn0262010,471,1,0,1
FBgn0262017,720,1,2,0
FBgn0262018,7989,494,478,515
FBgn0262020,1266,2,1,0
FBgn0262021,252,0,0,0
FBgn0262022,395,1,0,0
FBgn0262023,536,0,0,0
FBgn0262024,352,0,0,0
FBgn0262025,693,0,0,2
FBgn0262026,2131,2216,1962,2057
FBgn0262027,225,0,0,1
FBgn0262028,3022,0,0,0
FBgn0262029,6113,126,116,138
FBgn0262030,1131,0,0,0
FBgn0262031,330,0,2,3
FBgn0262033,504,5,5,4
FBgn0262035,564,68,45,47
FBgn0262036,817,0,2,1
FBgn0262057,2161,406,316,365
FBgn0262081,5985,941,869,878
FBgn0262097,1980,0,0,0
FBgn0262098,783,0,1,0
FBgn0262099,165,0,0,0
FBgn0262100,1001,1,0,0
FBgn0262101,1477,1,3,2
FBgn0262102,945,41,46,48
FBgn0262103,6768,530,473,508
FBgn0262104,621,0,0,0
FBgn0262105,680,0,0,0
FBgn0262106,2104,0,0,1
FBgn0262107,1461,82,72,92
FBgn0262108,549,58,40,45
FBgn0262109,5485,28948,26973,29100
FBgn0262111,9191,37,44,39
FBgn0262112,1154,6,3,5
FBgn0262114,4457,2100,1659,1796
FBgn0262115,2454,341,324,317
FBgn0262116,1160,605,547,595
FBgn0262117,3382,760,718,729
FBgn0262123,2971,104,125,122
FBgn0262124,4520,1022,950,962
FBgn0262125,2822,699,640,616
FBgn0262126,4827,779,726,695
FBgn0262127,5750,697,676,672
FBgn0262139,5502,180,139,145
FBgn0262140,403,0,1,1
FBgn0262141,438,9,4,6
FBgn0262142,337,23,18,18
FBgn0262143,283,0,0,0
FBgn0262144,368,0,0,0
FBgn0262146,604,5,2,1
FBgn0262148,1374,23,20,21
FBgn0262149,859,12,8,10
FBgn0262150,1513,2,3,4
FBgn0262160,8998,5392,4811,5000
FBgn0262163,610,0,0,1
FBgn0262166,2147,68,49,72
FBgn0262167,5610,99,97,92
FBgn0262169,3217,215,206,179
FBgn0262170,411,13,2,6
FBgn0262172,120,0,1,2
FBgn0262174,119,0,0,0
FBgn0262177,91,0,1,0
FBgn0262178,97,0,0,0
FBgn0262180,76,1,1,0
FBgn0262181,91,0,0,0
FBgn0262182,96,0,0,0
FBgn0262185,90,0,0,0
FBgn0262187,95,0,0,0
FBgn0262189,68,1,1,0
FBgn0262191,96,0,0,0
FBgn0262194,95,2,8,5
FBgn0262200,92,0,0,0
FBgn0262201,101,0,0,0
FBgn0262203,97,6,3,10
FBgn0262204,113,3,1,1
FBgn0262205,91,0,1,0
FBgn0262210,92,0,0,0
FBgn0262211,112,0,0,0
FBgn0262213,115,4,3,7
FBgn0262214,88,2,2,1
FBgn0262215,174,0,0,0
FBgn0262216,101,0,0,0
FBgn0262220,94,5,2,3
FBgn0262222,96,1,0,0
FBgn0262223,91,0,0,0
FBgn0262227,96,0,0,0
FBgn0262228,91,0,0,0
FBgn0262233,117,0,0,0
FBgn0262235,91,0,0,0
FBgn0262237,144,0,0,1
FBgn0262239,89,0,0,0
FBgn0262243,100,0,0,0
FBgn0262249,92,0,0,0
FBgn0262251,99,0,0,0
FBgn0262252,107,0,0,0
FBgn0262256,98,0,0,0
FBgn0262260,107,0,1,0
FBgn0262263,94,0,0,0
FBgn0262266,98,0,0,0
FBgn0262269,97,0,0,0
FBgn0262272,89,0,0,0
FBgn0262275,115,1,2,1
FBgn0262279,99,1,0,0
FBgn0262282,90,0,0,0
FBgn0262283,86,0,0,0
FBgn0262286,90,5,7,4
FBgn0262290,68,0,0,0
FBgn0262291,148,0,0,0
FBgn0262293,75,0,1,1
FBgn0262297,118,0,0,0
FBgn0262300,99,0,1,0
FBgn0262301,95,0,0,0
FBgn0262302,87,0,1,0
FBgn0262307,86,6,4,7
FBgn0262314,92,0,0,0
FBgn0262315,106,0,6,1
FBgn0262316,100,0,0,0
FBgn0262317,87,2,1,2
FBgn0262319,100,0,1,2
FBgn0262321,93,0,0,0
FBgn0262323,93,0,0,0
FBgn0262327,103,0,0,0
FBgn0262330,108,12,3,7
FBgn0262331,105,3,1,0
FBgn0262332,92,0,0,0
FBgn0262333,89,0,0,0
FBgn0262334,92,0,0,0
FBgn0262335,76,0,2,2
FBgn0262338,96,0,0,0
FBgn0262339,93,0,0,0
FBgn0262341,97,0,0,0
FBgn0262351,743,6,7,4
FBgn0262352,1119,0,0,0
FBgn0262353,566,67,79,82
FBgn0262354,491,1,0,0
FBgn0262355,604,0,0,0
FBgn0262356,531,0,0,0
FBgn0262357,603,4,2,2
